"student_id","student_first_name","student_middle_name","student_last_name","student_mother_name","student_class","student_section","student_mob_no","student_email_id","student_aadhar_card_no","student_college_name","student_department_name","student_status","student_grade","student_address","student_address_postal_code","student_city_name","student_state_name","student_country_name","student_date_of_birth"
9656,"Sarah","Nathaniel","Hill","Cassandra","4","C","8682874438","sarah.hill9656@example.com","534877442915","Perez, Holt and Collins College","Electronics","Graduated","D","USCGC Livingston, FPO AA 64224","02113","Sarahview","Alabama","Mayotte","2004-12-20"
9657,"Ryan","Robert","Crawford","Lisa","10","C","9967425829","ryan.crawford9657@example.com","783060498657","Wallace Inc College","Electrical","Inactive","A","185 Miller Springs Apt. 781, New Lisastad, SC 92468","54332","Kimberlyville","Idaho","Iceland","2002-05-09"
9658,"Heather","Mary","Thompson","Emily","6","D","9945390965","heather.thompson9658@example.com","263858263618","Peters, Carter and Cruz College","Electronics","Graduated","B","9312 Tamara Green, Mcneilhaven, WI 33798","73204","East Sheila","Alabama","Philippines","2001-08-04"
9659,"Rachel","Reginald","Murphy","Jennifer","5","D","8141885660","rachel.murphy9659@example.com","440138838398","Friedman, Robinson and Riley College","IT","Graduated","B","1888 Jessica Extensions Apt. 070, Port Nicolefort, AL 35175","42422","Margaretchester","Iowa","Czech Republic","2008-02-16"
9660,"Gabriel","Gabriel","Wade","Ashley","8","D","4090176650","gabriel.wade9660@example.com","811210469389","Preston-White College","Electronics","Inactive","C","7751 Rice Creek Suite 459, Gavinport, DE 38365","89563","Nguyenchester","Minnesota","Ghana","2004-01-19"
9661,"Stacy","Kari","Mason","Julia","10","A","3729952041","stacy.mason9661@example.com","795750538166","Romero-Morgan College","MBA","Graduated","D","5149 Evans Court, Lake Madison, WI 82112","97915","West Andrealand","Tennessee","United Arab Emirates","2003-10-02"
9662,"Shane","Brandi","Alexander","Sarah","11","A","3674963866","shane.alexander9662@example.com","544250372454","Morris Inc College","Civil","Graduated","B","3265 White Walks, Kimberlyborough, NV 56916","26764","Mcdanielville","Michigan","British Indian Ocean Territory (Chagos Archipelago)","2003-03-11"
9663,"Margaret","Justin","Lowe","Natalie","10","A","3790883032","margaret.lowe9663@example.com","203257980808","Powers-Freeman College","Electronics","Active","A","095 Campbell Mountain, Campbellshire, NC 02197","59352","West Sonyaland","North Carolina","Afghanistan","2008-05-24"
9664,"Christopher","Stephanie","Garner","Joy","11","B","1104805409","christopher.garner9664@example.com","202635887859","Leonard, Howell and Lewis College","Computer Science","Graduated","D","55354 Travis Mountains, Baxterside, SC 02050","96646","East Michael","New Hampshire","Suriname","2000-03-24"
9665,"Earl","Paula","Roberts","Amanda","12","C","6172839656","earl.roberts9665@example.com","956065544017","Riddle Ltd College","IT","Graduated","C","PSC 8878, Box 5412, APO AE 22631","57084","Fisherstad","Hawaii","Namibia","2000-08-03"
9666,"Angela","David","Miranda","Sarah","10","B","0438256272","angela.miranda9666@example.com","539815699358","Johnson PLC College","Civil","Active","B","Unit 3180 Box 2242, DPO AP 94522","21145","West Michaelborough","Hawaii","Albania","2008-04-19"
9667,"Brandon","Jason","Wilson","Amy","1","B","5729263136","brandon.wilson9667@example.com","434872266669","Bailey Ltd College","Computer Science","Graduated","B","Unit 4696 Box 0380, DPO AP 48499","66756","West Lukeville","Arkansas","Saint Barthelemy","2002-07-14"
9668,"Robert","Anthony","Garcia","Kayla","9","B","1659369638","robert.garcia9668@example.com","283778238362","Sanders, Thomas and Washington College","Mechanical","Graduated","B","63526 Charles Avenue, Scottburgh, AZ 86017","09675","New Raymondberg","California","Lesotho","2000-03-22"
9669,"Andrew","Kayla","Winters","Tammy","6","B","6792918814","andrew.winters9669@example.com","164357607401","Hunt-Fleming College","Electrical","Active","C","308 Perez Passage Apt. 458, Port Courtney, AR 15183","23562","Shermanshire","Missouri","Gabon","2004-12-18"
9670,"Tony","Amy","Yoder","Veronica","5","D","7371158385","tony.yoder9670@example.com","718688747247","Smith, Marshall and Rodriguez College","Mechanical","Graduated","B","80506 Hannah Brooks Suite 682, Margaretstad, MI 04972","20610","New Jorgebury","Maine","Burkina Faso","2006-07-15"
9671,"Joseph","Elizabeth","Moreno","Michelle","4","B","3516883268","joseph.moreno9671@example.com","901183297122","Taylor, Robertson and George College","MBA","Active","D","Unit 9556 Box 1947, DPO AA 50903","94556","Andreaburgh","Connecticut","Jamaica","2000-01-05"
9672,"Melissa","Daniel","Serrano","Kristen","5","C","3337469588","melissa.serrano9672@example.com","296053089779","Martin-Wagner College","Electronics","Inactive","A","78093 Little Mall Suite 710, Rodriguezfort, MI 49591","14371","Collinsville","Idaho","Estonia","2001-01-28"
9673,"Marisa","Alexander","Miller","Margaret","7","D","9721735005","marisa.miller9673@example.com","628964330770","Cooper, Young and Henry College","Electrical","Inactive","B","0052 Patel Branch, Victoriafurt, SC 45314","42047","Port Brittany","Oregon","Macedonia","2002-06-18"
9674,"Sarah","Michael","Moore","Christina","11","A","1346731013","sarah.moore9674@example.com","794571148602","Aguilar-Moore College","IT","Active","D","4133 Joseph Brooks Apt. 268, Lauratown, VA 10542","36638","Hansonbury","West Virginia","Madagascar","2001-06-07"
9675,"Robert","Cole","Perez","Amanda","7","A","0062778153","robert.perez9675@example.com","316130540009","Martin-Holmes College","Computer Science","Active","C","64599 Camacho Ramp Suite 876, Travismouth, NY 83429","31890","Dennisborough","Indiana","Lithuania","2003-06-18"
9676,"Jason","Carrie","Berg","Lisa","6","C","0913241676","jason.berg9676@example.com","697848950238","Beard, Alexander and Riggs College","IT","Inactive","D","98713 Hunter Burgs Suite 492, Shawnfort, NE 36284","47022","Lovestad","Mississippi","Liberia","2006-12-21"
9677,"Bobby","James","Cummings","Sara","6","C","7147772885","bobby.cummings9677@example.com","656473911064","Malone, Day and Nguyen College","Electronics","Active","C","820 Rubio Forest, Charlesland, WI 87609","83640","West Colleen","North Dakota","Burkina Faso","2003-02-12"
9678,"Anthony","Douglas","Navarro","Erin","4","B","2292911465","anthony.navarro9678@example.com","713374040729","Morgan-Bryant College","Electronics","Graduated","C","959 Barbara Crest Suite 068, Leeshire, MA 68715","41497","New Cheryl","Pennsylvania","Spain","2002-03-25"
9679,"Thomas","William","Daniels","Jamie","5","D","4875113146","thomas.daniels9679@example.com","143655881105","Gonzalez-Brown College","Civil","Active","C","3026 Dennis Course Suite 761, Simpsonton, CT 71200","76903","Susanchester","Colorado","Nauru","2008-01-06"
9680,"Joshua","Alexander","Soto","Michelle","3","C","7964363081","joshua.soto9680@example.com","905171275495","Brown-Davis College","Electronics","Active","D","45555 Rodriguez Cliff, New Moniquehaven, MT 37263","24420","Markshire","Louisiana","Guam","2004-06-18"
9681,"Rebecca","Michael","Myers","Sarah","2","B","5001658718","rebecca.myers9681@example.com","986624039695","King, Nicholson and Mills College","IT","Inactive","D","180 Mary Common, Solisborough, MT 81736","13721","New Charles","Oregon","Russian Federation","1999-12-15"
9682,"Heather","Frank","Burke","Tiffany","11","D","4250101450","heather.burke9682@example.com","547477705455","Smith Group College","MBA","Graduated","D","USNS Murphy, FPO AE 84750","05886","West Lisashire","New York","Congo","2002-10-04"
9683,"David","Emily","Munoz","Candace","2","A","4250846823","david.munoz9683@example.com","579327777027","Garcia, Smith and Jones College","Computer Science","Graduated","C","6162 Joseph Center, North Logan, TN 48898","55008","Carolynland","Arizona","Barbados","2005-03-24"
9684,"Karen","James","Smith","Michelle","11","B","1052711808","karen.smith9684@example.com","470681818859","Rogers, Johnson and Oliver College","Mechanical","Graduated","B","957 Nicholas Drive, Carpenterland, NJ 02964","83446","Mcguireview","Minnesota","Kuwait","2005-12-13"
9685,"Walter","Joseph","Harrison","Kendra","8","B","9579846767","walter.harrison9685@example.com","924519837092","Franklin, Brown and Rangel College","Civil","Active","D","55921 Gary Hill Suite 771, Cuevashaven, MO 12837","26111","Port Curtis","Connecticut","Aruba","2003-09-11"
9686,"Dillon","Jorge","Willis","Susan","12","B","6370756744","dillon.willis9686@example.com","855024112482","Mccoy, Gordon and Jones College","Computer Science","Active","D","660 Jessica Lodge Apt. 283, East Crystalmouth, MS 68807","29566","East Daniel","North Carolina","Central African Republic","2004-09-18"
9687,"George","Tammy","Anderson","Christine","7","B","7447933511","george.anderson9687@example.com","332136506626","Henry-Bates College","Mechanical","Graduated","D","41055 Miller Parkway, Port Vanessa, CO 20131","05295","Lake Brettview","Delaware","Russian Federation","2007-09-01"
9688,"Scott","Scott","Brown","Christina","2","B","7544595212","scott.brown9688@example.com","477247898792","Hatfield-Ferguson College","Electronics","Inactive","A","USCGC Adkins, FPO AP 68004","89003","New Melaniestad","Tennessee","Russian Federation","2001-04-07"
9689,"Erin","Robert","Woods","Krista","10","D","0633886808","erin.woods9689@example.com","427539562062","Cooley, Ferguson and Delgado College","Mechanical","Inactive","B","732 Hamilton Canyon Apt. 508, South Rebecca, WA 24475","96707","North Laurie","Arizona","Austria","1999-08-22"
9690,"Catherine","Kevin","Murphy","Madison","9","D","9570468060","catherine.murphy9690@example.com","312549143231","Hernandez Ltd College","MBA","Graduated","B","PSC 7721, Box 7192, APO AE 88186","39129","Maureenton","Rhode Island","Tonga","2002-10-21"
9691,"Jennifer","Lori","Barker","Joanne","6","D","0934781333","jennifer.barker9691@example.com","452086313234","Williamson Group College","MBA","Graduated","D","070 Susan Circles, West Randallberg, UT 20437","07231","Hahnmouth","Alaska","Australia","2007-03-04"
9692,"Carol","William","Wilson","Vanessa","8","C","7848863438","carol.wilson9692@example.com","415466233463","Lucas-Stewart College","MBA","Inactive","C","0186 Henderson Dale Apt. 498, West Kaylashire, AK 37818","04190","South Amanda","Ohio","Andorra","2006-02-09"
9693,"Elizabeth","Samantha","Gibbs","Mary","4","D","7877840201","elizabeth.gibbs9693@example.com","501102184338","Holmes-Oneill College","Computer Science","Inactive","B","27217 Emily Forge, North Kathleenbury, ND 52204","30325","Moralesborough","Arkansas","Kyrgyz Republic","2008-05-03"
9694,"Kelli","Holly","Watts","Angela","4","B","5943412259","kelli.watts9694@example.com","348881654640","Little PLC College","Electronics","Inactive","D","5049 Ayala Path Suite 703, Port Amystad, NJ 26313","18629","Hollowayburgh","Louisiana","Slovakia (Slovak Republic)","2001-04-13"
9695,"Teresa","Dylan","Anderson","Emma","8","D","9720868956","teresa.anderson9695@example.com","766701299564","Wells, Rodriguez and Norton College","Electrical","Inactive","C","0389 Brown Divide Suite 348, West Toddfort, CO 44990","12361","Brianbury","Florida","Morocco","2003-09-07"
9696,"Ricky","Stephanie","Smith","Susan","5","C","5601019621","ricky.smith9696@example.com","112038399138","Pierce, Nichols and Roberts College","Computer Science","Active","C","711 Gonzales Groves, Jimenezview, IN 37196","70915","North Matthewmouth","Iowa","Guam","2007-03-11"
9697,"Bobby","Mark","Stone","Sandra","9","C","3334647303","bobby.stone9697@example.com","122100158937","Gilbert, Perez and Guerrero College","Mechanical","Active","A","USNS Hutchinson, FPO AP 80942","34823","West Erinton","North Carolina","Cambodia","2003-09-17"
9698,"Trevor","Brandon","Garcia","Kimberly","6","D","3002380167","trevor.garcia9698@example.com","786766479350","Kirby, Castro and Harris College","MBA","Graduated","A","4482 Roberts Garden Suite 273, Port Nancyville, MO 85474","64808","Francomouth","Alaska","Kiribati","2005-09-17"
9699,"Julia","William","Patterson","Felicia","7","D","9284222856","julia.patterson9699@example.com","428122132339","Lowe PLC College","Mechanical","Graduated","B","70473 Robin Parkways Apt. 036, Lake Jennaside, IL 70590","40946","Port Tami","Iowa","Colombia","2000-12-10"
9700,"Robert","James","Williams","Vanessa","9","B","1026625204","robert.williams9700@example.com","880066759175","Torres Group College","Civil","Active","D","6756 Melinda Roads, East Robertburgh, NJ 73742","08579","Lynchshire","Idaho","Slovakia (Slovak Republic)","2005-01-09"
9701,"Brian","Benjamin","Davis","Sarah","5","C","2955345438","brian.davis9701@example.com","232595582829","Miller Ltd College","Electronics","Graduated","B","8471 Mark Fort, Wustad, ME 22837","84795","Port Elizabethstad","Rhode Island","Chad","2000-02-26"
9702,"Kaitlyn","Roy","Watts","Veronica","4","D","3065366987","kaitlyn.watts9702@example.com","576830017675","Bailey-Kennedy College","MBA","Graduated","C","Unit 3976 Box 9110, DPO AA 64327","85224","New Danielberg","New Mexico","Dominican Republic","2006-06-05"
9703,"Ashley","Hayden","Parsons","Brandy","10","D","6106951886","ashley.parsons9703@example.com","813308271247","Lopez-Bowen College","Electronics","Active","C","5252 Bryan Corners, Lake Michael, ND 66069","82868","East Shawn","West Virginia","Taiwan","2002-06-05"
9704,"Denise","Devin","Pearson","Patricia","11","C","0931461967","denise.pearson9704@example.com","360306592008","Spence, Bennett and Smith College","Civil","Inactive","C","6747 Robert Prairie, Daltonside, AZ 43546","03279","Owenmouth","Maryland","Ukraine","2005-04-29"
9705,"Ricardo","Dustin","Woods","Heather","9","A","2022121895","ricardo.woods9705@example.com","408813830621","Parker, Anderson and Mitchell College","Mechanical","Inactive","C","132 David Place, Ericview, RI 78393","44073","Tinaberg","Massachusetts","Brunei Darussalam","1999-11-29"
9706,"Karen","Jeffrey","Anderson","Connie","12","B","5548938394","karen.anderson9706@example.com","444885977283","Rios, Sosa and Cunningham College","IT","Active","B","656 Hall Pass Suite 741, West Joshuamouth, ND 02580","79799","New Timothyberg","Maine","Norfolk Island","2000-12-16"
9707,"Chad","Nicholas","Jones","Melissa","2","A","0351820705","chad.jones9707@example.com","569586330977","Moore-Gordon College","MBA","Graduated","A","2653 Diane Hill, East Gregory, NY 76114","85133","Wrightfurt","Pennsylvania","Hong Kong","2003-04-13"
9708,"Lindsay","Kimberly","Escobar","Jessica","11","D","9402426331","lindsay.escobar9708@example.com","168542824972","Brown-Johnson College","IT","Inactive","B","035 Stacy Unions Apt. 052, West Richard, WV 71091","55212","Lake Joseph","Hawaii","Nicaragua","2008-04-23"
9709,"Andrea","Hannah","Dean","Casey","3","B","3673770381","andrea.dean9709@example.com","855090514579","Calderon-Bryant College","Electrical","Active","D","99065 Brian Gateway Apt. 626, Beardbury, MN 43617","88452","Wrightfort","Kansas","Trinidad and Tobago","2003-06-06"
9710,"Courtney","Jesse","Wright","Judy","5","C","1933795282","courtney.wright9710@example.com","408638599875","King Ltd College","Mechanical","Graduated","D","621 Alison Brook Apt. 742, Robinsonland, MA 31501","12515","Ritterstad","Iowa","Greenland","2006-06-19"
9711,"Carol","Jason","Potts","Sharon","10","A","8256409670","carol.potts9711@example.com","373670158217","Garcia, Murphy and Tucker College","Electrical","Inactive","A","USS Garcia, FPO AP 73722","53803","West Josetown","Pennsylvania","Yemen","2004-08-10"
9712,"Jeff","Andrea","Weber","Sarah","12","B","5463641332","jeff.weber9712@example.com","303565090618","Chung, Warner and Cohen College","Electronics","Active","B","70950 Beth Views, Dorothyfort, UT 36469","65268","South Karenshire","Rhode Island","Sao Tome and Principe","2004-06-05"
9713,"Kendra","James","Molina","Natalie","7","D","3464751566","kendra.molina9713@example.com","650358293013","Peck-Rivas College","Civil","Inactive","D","092 William Fork, Williamshire, OH 93754","72708","New Jessicaside","Utah","Netherlands","2007-02-07"
9714,"Erica","Monique","Schultz","Jessica","8","A","6251740319","erica.schultz9714@example.com","470418750028","Wilson-Oneill College","Computer Science","Graduated","C","95970 Jessica Plaza Apt. 407, New Aaronville, NM 31561","80027","New Michelleland","Florida","Spain","2001-10-09"
9715,"Joshua","Amy","Bates","Jill","10","A","9650404480","joshua.bates9715@example.com","889703259163","Mccormick-Castro College","Mechanical","Inactive","A","981 Blevins Loop, North Dawnshire, WA 43048","42961","Morrisfurt","Colorado","France","2007-01-03"
9716,"David","Alex","Carey","Diana","1","D","8066969378","david.carey9716@example.com","359713770231","Allen-Brown College","Computer Science","Graduated","B","648 Dave Rest Apt. 512, Stewartborough, MN 65666","76021","Port Shawnaburgh","Minnesota","Saint Vincent and the Grenadines","2004-12-12"
9717,"Christopher","Robin","Jackson","Gwendolyn","1","D","3474113163","christopher.jackson9717@example.com","934001737306","Graves-Garrett College","Electronics","Graduated","D","2804 Hernandez Villages Apt. 142, Bobbyfurt, UT 78496","02023","Odonnellborough","West Virginia","India","2002-05-14"
9718,"Matthew","Richard","Acevedo","Kimberly","11","D","0947999937","matthew.acevedo9718@example.com","732130144036","Morris Ltd College","IT","Inactive","A","44808 Galloway Mission, Mezastad, WA 01621","55620","Joshuatown","South Carolina","Moldova","2004-07-26"
9719,"Robert","Alicia","Sandoval","Cathy","3","B","3623998234","robert.sandoval9719@example.com","498982976723","Mccoy, Gates and Williams College","MBA","Graduated","C","50077 Robert Lights Apt. 424, Lake Tamara, HI 88318","67357","Rogerberg","Kentucky","Nigeria","2005-10-31"
9720,"Brandy","Joseph","Franklin","Christina","7","A","5013982575","brandy.franklin9720@example.com","766927527291","Rubio LLC College","IT","Graduated","B","190 Kim Ranch Apt. 182, Bryanttown, DC 59967","97461","West Michaelside","West Virginia","Botswana","2003-06-09"
9721,"Amanda","Walter","Thomas","Melinda","7","A","0430014924","amanda.thomas9721@example.com","828337469576","Wright PLC College","Electrical","Active","B","296 Chen Ports Apt. 119, Kristinberg, WV 12637","86486","Johnsonburgh","South Dakota","Cayman Islands","2003-03-11"
9722,"Alexandria","Jonathan","Wilkerson","Elizabeth","9","C","5479407026","alexandria.wilkerson9722@example.com","213179065124","Dean Inc College","Electrical","Active","A","8553 Jason Meadow, Fostertown, CT 13620","44577","Haileyhaven","West Virginia","Heard Island and McDonald Islands","1999-11-26"
9723,"Daniel","Denise","Anderson","Theresa","7","B","8102212423","daniel.anderson9723@example.com","505319883597","Schwartz, Jimenez and Rhodes College","Computer Science","Inactive","B","6963 Johnson Streets Apt. 185, Dominguezfort, DE 07067","99216","South Philip","North Dakota","Madagascar","2005-07-18"
9724,"Rebecca","Ricardo","Rodriguez","Kristine","3","C","8618533058","rebecca.rodriguez9724@example.com","305642071748","Adams and Sons College","IT","Inactive","D","68657 Kline Skyway Suite 614, Lake Aaronport, GA 14156","53262","Deannachester","Colorado","Ecuador","2004-10-04"
9725,"Shannon","Steven","Best","Tanya","9","D","7452838581","shannon.best9725@example.com","589636284449","Doyle Group College","Mechanical","Inactive","C","7103 Eric Extensions, East Margaretfurt, AK 67991","50287","Jamieville","West Virginia","Zambia","2004-04-22"
9726,"Michael","Linda","Meyer","Katherine","12","C","6291186793","michael.meyer9726@example.com","949153925629","Casey, Phillips and Rodriguez College","MBA","Inactive","B","7355 Serrano Mall Suite 115, Johnsonland, IN 09700","72752","Amyfurt","Virginia","Central African Republic","2005-09-09"
9727,"Karen","Michael","Green","Christina","9","A","5891843655","karen.green9727@example.com","442524378402","Edwards, Baird and Mcdowell College","MBA","Inactive","A","45658 Ryan Shoal Apt. 373, Lake Jacqueline, NY 13884","67230","Wagnerside","Kansas","Lao People's Democratic Republic","2005-01-28"
9728,"Lauren","Antonio","Simmons","Michele","7","D","6854274808","lauren.simmons9728@example.com","353010828783","Smith, Smith and Gonzalez College","Computer Science","Inactive","C","5715 Smith Burgs Apt. 118, Christopherborough, OK 31033","21637","Mckinneyfurt","Alabama","Ecuador","2007-03-24"
9729,"Christopher","Paul","Barnes","Ashley","1","D","8334939193","christopher.barnes9729@example.com","933485377326","Arnold Group College","Mechanical","Graduated","B","4134 Hernandez Plaza, Port Alexanderborough, VA 73224","95812","Lake Jeffrey","Illinois","Togo","2002-12-28"
9730,"Monica","Ricardo","Reid","Katherine","10","A","1690361917","monica.reid9730@example.com","107905837836","Turner, Moreno and Estrada College","Civil","Active","B","33496 Leslie Stravenue Suite 029, North Marietown, MS 96526","12248","Port Martha","New York","Somalia","2000-10-09"
9731,"Debra","Patrick","Zhang","Carrie","10","D","4309157742","debra.zhang9731@example.com","897470992057","Johnson Inc College","Electrical","Inactive","C","8239 Cassandra Manor, Lake Morganview, AK 83349","06406","Jenniferhaven","North Dakota","Mali","2001-04-23"
9732,"Debra","Benjamin","Davis","Gabrielle","12","A","3202298763","debra.davis9732@example.com","388226141506","Wilson, Clark and Peters College","Electronics","Active","B","17587 Zamora Pines Suite 956, Richardschester, MT 80028","47898","Tinafurt","Pennsylvania","Bosnia and Herzegovina","2006-02-09"
9733,"Mark","Dominique","Gill","April","12","C","9496917532","mark.gill9733@example.com","860109546798","Pearson-Oconnor College","Civil","Active","D","6001 Brett Branch Suite 767, Jonesview, DC 92825","59840","Port Tiffanymouth","Delaware","Latvia","2000-12-31"
9734,"Alicia","Robert","Morton","Kristen","5","B","0437933519","alicia.morton9734@example.com","376722626457","Daniels Ltd College","MBA","Graduated","B","66073 Benson Groves, East Peter, WI 65132","47032","Jadeton","Kansas","Jersey","2006-11-05"
9735,"Lisa","Rachel","York","Madeline","3","A","8963345439","lisa.york9735@example.com","203169393338","Harmon-Torres College","Civil","Graduated","A","368 Finley Forges Suite 692, Allenmouth, TX 44340","25540","Brownton","Massachusetts","Anguilla","2003-01-22"
9736,"Lisa","Vanessa","Mcintyre","Toni","7","C","5018973431","lisa.mcintyre9736@example.com","403413697841","Santos-Rose College","Civil","Graduated","C","8466 Joseph Causeway Suite 711, North Mollychester, ID 37247","58858","Mcknightton","California","Uzbekistan","2001-05-18"
9737,"Holly","Angelica","Reed","Catherine","4","C","7980935737","holly.reed9737@example.com","453752600841","Delgado, Davis and Burns College","Electronics","Inactive","D","39371 Everett Tunnel Suite 679, West Robert, ND 66041","61227","Tinamouth","Maine","Turkey","2000-01-20"
9738,"Russell","Maria","Reyes","Alexandra","7","A","7048221051","russell.reyes9738@example.com","857568642305","Shaffer Inc College","MBA","Graduated","D","275 Alexander Curve Suite 307, East Darrell, WY 53277","26103","Port Ryanmouth","Louisiana","Saint Pierre and Miquelon","2003-11-17"
9739,"Jane","Michelle","Bond","Amanda","10","C","5282318562","jane.bond9739@example.com","365567371354","Campbell-Long College","Civil","Graduated","D","060 Joshua Way Suite 528, Johnsonside, NM 17779","54668","Lake Edgar","Alabama","United States of America","2001-06-27"
9740,"Carolyn","Victor","Riley","Ashley","9","B","7381894701","carolyn.riley9740@example.com","944168712126","Campbell, Rojas and West College","Electrical","Inactive","B","Unit 4310 Box 9533, DPO AA 41852","50793","Brookefurt","New Mexico","Nauru","2000-09-30"
9741,"Elizabeth","Kayla","Preston","Mary","7","A","5540044330","elizabeth.preston9741@example.com","123960635583","Burton PLC College","Electrical","Active","B","230 Martin Village, Tracybury, NC 27996","75773","North Anthony","Utah","Svalbard & Jan Mayen Islands","2007-06-29"
9742,"Dylan","Robert","Gray","Melissa","11","A","3836433743","dylan.gray9742@example.com","734830064819","Mendoza, Jones and Thornton College","Electrical","Inactive","B","46913 Davis Ports, Port Harold, TX 40465","86082","Lake Edward","Idaho","Mozambique","2003-06-26"
9743,"Jonathan","Nicole","Clark","Julie","11","C","9842102897","jonathan.clark9743@example.com","985558922246","Smith, Smith and Johnson College","IT","Inactive","C","88951 Courtney Oval Suite 667, Williambury, NM 08902","06382","Melodyborough","Mississippi","Tajikistan","2007-09-21"
9744,"Janice","Emily","Harrington","Stephanie","3","D","5460378677","janice.harrington9744@example.com","193681895299","Whitehead, Leonard and Cox College","Electronics","Graduated","D","93941 Rojas Shore Suite 540, South Joanna, IN 90575","33964","Tanyaville","Texas","Thailand","2000-02-28"
9745,"Jacqueline","Elizabeth","Williams","Connie","1","B","6295136483","jacqueline.williams9745@example.com","966564841917","Rodriguez-Hoover College","Mechanical","Graduated","A","24969 Robert Camp Suite 991, Charlesland, SD 75578","60361","Myersmouth","South Dakota","Belgium","2006-05-20"
9746,"Austin","Matthew","Brown","Martha","10","D","7687444758","austin.brown9746@example.com","227551741595","Santana and Sons College","IT","Graduated","B","5270 Reyes Radial, Rebeccatown, MN 76614","86032","New Dennis","Nevada","Fiji","2004-09-11"
9747,"Kevin","Daniel","Johnson","Nicole","7","D","0902052197","kevin.johnson9747@example.com","680940751708","Monroe, Hale and Gonzalez College","Mechanical","Active","C","USNV Johnson, FPO AE 71393","94682","Walshmouth","North Dakota","Gambia","2004-06-02"
9748,"Luis","Michael","Fritz","Janice","2","D","3599206406","luis.fritz9748@example.com","618925694441","Sims, Washington and Reynolds College","Electrical","Graduated","A","4649 Kristen Flat Apt. 561, North Michaelside, TN 51784","08978","Alexandriaberg","Maryland","Haiti","2000-03-09"
9749,"Garrett","Kimberly","Cain","Jessica","9","B","4225011736","garrett.cain9749@example.com","904496906120","Daniel-Williams College","Electronics","Active","B","USS Brown, FPO AA 46464","84418","Rothfurt","Alabama","Comoros","2003-08-30"
9750,"Donna","Terri","Moore","Holly","1","A","4716141453","donna.moore9750@example.com","590180759117","Lee Inc College","MBA","Inactive","A","9436 Contreras Port, Mezabury, ND 33041","29210","Mollymouth","Montana","Martinique","2004-03-01"
9751,"Margaret","Michael","Higgins","Emma","10","B","4849307353","margaret.higgins9751@example.com","964344459372","Nichols-Rivas College","Electrical","Active","C","969 Hurley Mall, New Karenchester, MD 04154","74747","Donaldland","South Carolina","Moldova","2003-05-16"
9752,"Jennifer","Margaret","Dunlap","Elizabeth","4","C","7324571508","jennifer.dunlap9752@example.com","861932287170","Taylor, Moore and White College","Civil","Inactive","A","8573 Christopher Light, Edwinside, VT 37494","49912","Michaelfurt","Washington","Belgium","2006-12-05"
9753,"David","James","Daniels","Angela","12","C","6347188093","david.daniels9753@example.com","819297105415","Russell-Wilson College","Civil","Inactive","D","3345 Kimberly Mission, Jonesbury, HI 99053","75021","West Brandonburgh","Texas","Belgium","2002-02-12"
9754,"Ronald","Alexis","Juarez","Amanda","12","B","1106816636","ronald.juarez9754@example.com","388778381574","Johnson, Hart and Wade College","Electrical","Active","C","USNV Ponce, FPO AE 82568","64524","Gonzalezland","Nevada","Bhutan","2001-08-04"
9755,"Candice","Erik","Molina","Jasmine","4","A","9476846898","candice.molina9755@example.com","824036173414","Alexander-Robertson College","IT","Active","A","31562 Mathis View, South Aliciastad, NE 17552","56966","Fergusonberg","Delaware","Kuwait","2000-01-10"
9756,"Peter","Ashley","Walker","Stacey","8","C","0436162837","peter.walker9756@example.com","756002843136","Johnson-Carter College","Civil","Inactive","C","803 Margaret Light Suite 240, New Kaitlyn, OK 40899","82744","Maxwellmouth","Iowa","Bahrain","2003-11-18"
9757,"Kelly","Donna","Gilbert","Sabrina","11","A","9056307222","kelly.gilbert9757@example.com","276965931995","Jacobs-Liu College","Electronics","Graduated","B","5970 Mary Forks Apt. 253, Rivasside, NC 76149","26836","Christopherhaven","Michigan","Eritrea","2005-10-04"
9758,"Claudia","James","Thompson","Patricia","11","B","8374198313","claudia.thompson9758@example.com","242445583084","Johnson-Martin College","IT","Active","D","085 Perry Coves Suite 444, New Timothy, VA 54084","82945","Port Sierraport","Rhode Island","Tokelau","2002-07-20"
9759,"Jasmine","Herbert","Duncan","Heidi","10","B","5328634301","jasmine.duncan9759@example.com","375894723140","Scott and Sons College","Computer Science","Active","B","923 Drake Highway, Lake Johnside, CA 98564","56701","Vasquezbury","New Jersey","Heard Island and McDonald Islands","2003-01-05"
9760,"Ryan","Brandon","Johnson","Stephanie","10","D","3010482064","ryan.johnson9760@example.com","895333268872","Boone Group College","Civil","Active","C","915 Watson Parkways Suite 069, West Erik, IN 35898","62607","New Felicia","Alabama","Mauritius","2004-12-03"
9761,"Valerie","Thomas","Crawford","Karen","8","C","6996486845","valerie.crawford9761@example.com","667407770224","Petersen Ltd College","Electronics","Active","A","4570 Henderson Village Apt. 616, Theodoreshire, NM 59224","17677","Port Ryanmouth","Wisconsin","South Georgia and the South Sandwich Islands","2000-04-12"
9762,"Matthew","Joseph","Smith","Jennifer","11","D","5991510224","matthew.smith9762@example.com","277031290553","Perry PLC College","Mechanical","Active","C","974 Marc Road Apt. 431, New Joyce, WA 32538","69587","Lake Kevinfurt","Nebraska","Bermuda","2000-07-12"
